username,rating,comment
hanhmy106,5,"Công dụng:rất tốt và dễ sử dụng
Mùi hương:không mùi dung chống nắng cho da
Dành cho da:khi đi nắng

Tặng cho shop 5sao và sẽ mua ủng hộ thêm nhiều lần sau nữa nhé 
Cám ơn shop"
e*****9,5,"Lợi ích:chưa sử dụng
Bao bì:đẹp
Kinh nghiệm sử dụng:chưa sử dụng

U là trời 
Hàng đẹp giá rẻ 
Chất lượng tốt
Mọi người nên mua nhé 
Xịn quãi luôn 🥰🥰🥰🥰
Chúc shop buôn may bán đắt"
n*****m,5,"Công dụng:chống nắng
Dành cho da:da thiên dầu
Mùi hương:ko cóa

Mẫu cũ dùng ok nên mua thử mẫu mới
Giao hàng nhanh, đóng gói chắc chắn"
thi169,5,"Dành cho da:da dầu và da mụn
Mùi hương:nhẹ dịu
Công dụng:giúp chống nắng giảm bóng nhờn

Giao hàng nhanh và được tặng nhiều quà"
taman_0622,5,"Công dụng:chong nang
Dành cho da:mun va dau
Mùi hương:de chiu

Mua hanh duoc kem qua tang shop giao nhanh lam sang nay da dung thu rat tot san pham tot kem chong nang dung rat tot toi rat thich"
p*****5,5,"Mùi hương:thơm mát
Công dụng:kem chống nắng phổ rộng
Dành cho da:dầu

Bạn này kiềm dầu khá ổn, bản mới nên không bị xuống tông"
xuongmaythoitrang.tanphu,5,"Kinh nghiệm sử dụng:moi sử dụng
Bao bì:đẹp
Làm đẹp:Da khô

Chai nhỏ nhỏ siêu cute , shop giao hàng nhanh mới dùng lần đầu chưa biết hợp da không nữa"
luonggiangoc,4,"Chống nắng này dạng lỏng như sữa dưỡng, chất kem hơi vàng, mùi thơm nhẹ, test thử lên tay vừa bôi lên liền bám vào da, đưa tay dưới vòi nước thấy khả năng chống nước tốt, kem ko bị tan"
t*****6,5,"Dành cho da:da dầu
Công dụng:chống nắng
Mùi hương:thơm nhẹ

Đang trong quá trình đi tìm chân ái.xem em nào sẽ đồng hành cùng mìh đây"
phuongthaozz17,5,"Công dụng:kem chống nắng
Mùi hương:ok
Dành cho da:hỗn hợp

Bôi lên thẩm thấu nhanh, phù hợp cho da hỗn hợp thiên dầu như mình."
h*****1,5,"Mùi hương:k mùi
Dành cho da:dầu
Công dụng:chống nắng

Giao hàng siêu nhanh, đã sd r, hợp với da mình, dùng đến hộp thứ 3 r"
tt988_thuythin,5,"Mùi hương:thơm nhẹ
Công dụng:chống nắng
Dành cho da:mụn bóng nhờn

Hy vọng sản phẩm dùng tốt như quảng cáo
Chưa dùng chưa biết được kết quả
Nhận được quà kèm mê tít"
khuctieukhuc,5,"Công dụng:chống tia Uv . bải vệ da
Dành cho da:giàu
Mùi hương:khá ổn

=)) mua hôm sale 11/11 . Giá bthg 505 . Sale hôm đó lên 508 . =)) ......."
9*****l,5,"Lần đầu tiên mua chống nắng của La Roche-Posay nhưng khi nghe review rất tốt 
Kết cấu sữa lỏng, có mùi thơm, ráo trên da"
h*****6,5,"Dành cho da:Dầu
Công dụng:Chống nắng

Chèn ơi nếu biết mua mall chính hãng cũng được giá sale hời vậy thì đâu cần tìm mấy shop xách tay chi nữa"
h*****6,5,"Mùi hương:Nhẹ
Công dụng:Chống nắng
Dành cho da:Dầu

Đợt này hk đk sale nhiều như đợt trc nhưng hàng chuẩn thì vẫn yên tâm hơn"
duongphong44,5,"Mua rất nhiều lần tại shop, kem chống nắng này hợp vứoi da mình vì mình xài ko thấy lên muộn hay bí da, tuy nhiên nó ko nâng tông. Mua 1 được tặng thêm 3 sp mini đi kèm rất tiện mang theo khi đi du lịch"
t*****8,5,"Dành cho da:dạ dầu
Mùi hương:bt
Công dụng:chống nắng

Mua kem thì nhiều rồi, lần này mua dùng thử sang sữa chống nắng, hy vọng sẽ tốt và phù hợp"
l*****n,5,"Dành cho da:da dầu mụn
Mùi hương:nhẹ nhàng, thơm
Công dụng:chống nắng

Đóng gói cẩn thận
Giao hàng nhanh
Dùng rất thích
Đc tặng 1 lọ tẩy trang mini dễ thương"
aveselenn,5,"Shop đóng gói cẩn thận, giao hàng nhanh. Chất lượng xứng với giá tiền 👍🏻 Cá nhân mình thấy loại này dễ thoa hơn + finish đẹp hơn loại vòi pump."
phuongtruong610,5,Đã mua nhiều lần. Chống nắng tốt nhất hiện nay. Kiềm dầu 4_5tiếng. K xuống tông da nhiều.k vqng da như mẫu cream. Có thể dùng cho da treatment. Đóng gói cẩn thận. Giao hàng nhanh.Sẽ mua tiếp.
tranhongnhung.7696,5,"Dành cho da:dau
Mùi hương:thơm nhẹ
Công dụng:chống nắng

Mình mua thử để dùng đi biển, chống nắng phải gọi là đỉnh chóp da mình k bị sạm hay khô rát tí nào"
chinhphuthuy,5,"Công dụng:chong nang
Mùi hương:thơm nhẹ
Dành cho da:dầu mụn

Dễ thoa hơn bản kem cn. Mùi hương nhẹ. Dùng khá thích. K nâng tông. Còn dc tặng kèm nhiều quà nữa."
thuytrang123m,5,"Công dụng:chống nắng
Dành cho da:dầu mụn
Mùi hương:dịu nhẹ, không nồng

Chất sữa, thấm nhanh, không bị bết dính và để lại vệt trắng."
hkv1994,5,"Mùi hương:thom
Dành cho da:dau
Công dụng:chong nag

Lan dau dùng hãng này hi vọng hợp hàng đủ giao nhanh goi cân thận ok nha"
phuong60502,5,"Các nàng đừng chỉ chăm sóc da mặt, da body mà quên mất đôi bàn tay cũng cần được nâng niu nhé 🥰

Em này ngoài làm mềm, ẩm da tay còn có tác dụng làm trắng nữa đó nha, mùi hương thì thơm rất dễ chịu, có rất nhiều mùi để mng chọn. Chi tiết từng mùi mng xem trong từng ảnh nha 🥳

Em này rất hợp lí để đi tặng nữa luôn, em ý đây nhé: https://shope.ee/5fNBnmrRPL"
hauxu.apple,5,"Công dụng:chống nắng
Dành cho da:hỗn hợp chống nc

Có việc cần đi tpHCM nên mua xài, sale quá rẽ, chưa xài loại sữa nhưng đang bệnh đổ mồ hôi nhiều trên mặt hy vọng loại này kháng nc tốt như quảng cáo"
ntlinh567,5,"Công dụng:chong nang
Mùi hương:ko mui
Dành cho da:dau

Phiên bản mới vạch xanh được review đỉnh qua nên mua về dùng thử. Màn lọc chống nắng update khỏi phải bàn rồi. Do giữ lại trên da khá bền nên lúc tẩy trang kỹ xíu"
b*****9,5,"Công dụng:chống nắng
Dành cho da:dầu, hỗn hợp dầu
Mùi hương:có mùi

Kcn đỉnh khỏi phải bàn, bám trên da cực lâu, không xê dịch, kiềm dầu 6-7h vô tư nên phải tẩy trang kĩ, không sẽ lên mụn"
fell._.,5,Hàng xịn lắm nha. Săn sale được giá siêu hờiii. Mua 2 kcn mà giá chỉ nhỉnh hơn 670k tí thoii. Đã z còn được quá tr gift luôn
nititrn,5,"Dành cho da:Dau mun
Mùi hương:Hương liệu
Công dụng:Chống nắng phổ rộng

Mình mua lần 2 rồi Mình thấy da mình là da sáng dùng 1 thời gian dài vẫn không bị vàng Da hay có vấn đề dì khác , Trước đó Gò má mình Hơi tối màu Dùng hơn 50 ngày thì Mờ hẳn và thật sự đây là sp chống nắng mình ưng í nhất cho da dầu mụn"
n*****4,5,"Công dụng:ok
Mùi hương:thơm
Dành cho da:da

Chất lượng 
Dịu nhẹ vs da mặt 
Đã mua của hãng rất nhiều lần là dùng thấy ok"
bui_duy_thong,5,"Công dụng:chong nang kiem dau
Dành cho da:hh thien dau, dau
Mùi hương:mui hoa nhai

Mùi mẫu này thiên về mùi hoa nhài. Apply lâu thì nghe mùi giống như sữa rửa mặt v đó ^^"
jenny._.bearv,5,"Dành cho da:ok
Công dụng:chống nắng
Mùi hương:ok

Tiền nào của nấy nha quí dị, skincare routine của tui gần như trên 60% là của la roche rồi 💞"
d*****5,5,Hình ảnh và video chỉ mang tính chất nhận xu. Giao hàng nhanh. Đóng gói cẩn thận. Chất lượng sản phẩm chưa dùng nên chưa biết. Shop sale mua được giá hời nên vote 5 sao ạ.  Thanks shop
t*****8,5,"Shop quá đáng lắm lắm luôn ý, shop tư vấn nhiệt tình vừa tư vấn nhiệt tình vừa tặng nhiều quà,  quà xịn đẹp, k phải hàng tặng mà xấu đâu nha. Sẽ ủng hộ shop lần sau. Ghéc shop ghê, quá trời dầu thế này mình lại phải đi cho để còn đc mua tiếp hàng của shop nè"
nguyenantruong,5,"Hàng giao nhanh, đóng gói sản phẩm cẩn trọng. Chất lượng sp ổn so với tầm giá trên. Chửi thì chửi cho ăn 1* lần trước. Chứ mà sale giảm giá thật gần với giá trị của nó thì mình mua lại 😂. Còn bình thường mình mua đồ xách tay."
hoanganhvo414,5,"Dành cho da:mụn, dầu
Công dụng:tốt
Mùi hương:bình thường

Shop giao hàng nhanh, đóng gói cẩn thận, mà hàng thì nhỏ đóng cái thùng rành to, đang dùng thì mình thấy sản phẩm cũng oke ( ảnh minh hoạ nhận xu thoi ạ)"
t*****0,5,"Dành cho da:hỗn  hợp
Mùi hương:ổn
Công dụng:làm đẹp

Shop đóng gói hàng cẩn thận và đẹp đẽ.
Shop giao đúng sản phẩm đã đặt hàng.
Sản phẩm phù hợp với giá tiền.
Nhân viên giao hàng rất tốt 👍"
phannguyennhatlinh8300,5,"Làm đẹp:chống nắng
Hương thơm:dịu nhẹ
Mẹo:ko có

Chai nhỏ bằng bàn tay mình, mùi cũng dịu, chống nắng cx ok, giao hàng nhanh, nên mua"
loststar24,5,"Mới dùng lần đầu nên chưa đánh giá được sản phẩm. Test thử thì thấy có mùi thơm nhẹ, kg nâng tone, thấm nhanh. Còn lại đợi dùng xong sẽ review cụ thể"
t*****8,5,săn sale giá 379k . shopmall của laroche nên yên tâm được tặng 4 món mini size quá cute   ưng nhất là bông tẩy trang siêu xịn xò 80 miếng ..
blackair84,5,"Mùi hương:ok
Dành cho da:ok
Công dụng:ok

Shop giao hàng nhanh. Sản phẩm giống với mô tả. Giá bán hợp lý. Hình ảnh minh hoạ nhận xu."
n*****h,5,Sản phẩm rất tốt ưng nha rất mê luôn á giao hàng đẹp đóng gói kĩ càng rất đầy đặn mê quá điiiii ủng hộ tiếp nhoéee
t*****8,5,Kem chống nắng này hình như là bản mới í dùng đỡ dính đỡ vàng hơn bản cũ í okla nhe nên mua chống nắng tốt nữa
thienhuong2802,5,"Mùi hương:dễ chịu, thơm nhẹ
Dành cho da:dầu
Công dụng:chống nắng

chất sữa lỏng, dễ tán, mau thấm, không nhờn rít, không có vệt trắng. thích lắm"
thuynguyen1325,5,"Dành cho da:dầu
Mùi hương:k mùi
Công dụng:kem chống nắng

Dùng  loại này khá oke. Thấm nhanh vào da. Giao hàng nahnh, sẽ ủng hộ shop tiếp"
n*****4,5,"Mùi hương:ok
Công dụng:chống nắng
Dành cho da:dầu mụn

Giao hàng nhanh, đóng gói hàng cẩn thận, hàng chất lượng, sẽ ủng hộ nhiều lần tới. Cảm ơn shop"
vophuongphuongtuyen1997,5,"Mùi hương:mùi hương thơm dịu nhẹ, không bị gắt
Công dụng:chống nắng cho da mặt, cổ, tay…
Dành cho da:Da thường, da hỗn hợp, da hỗn hợp thiên dầu.

Luôn tin tưởng và sử dụng sản phẩm của hãng đã 4 năm nay, các màng lọc chống nắng là quá đỉnh không phải bàn cãi nữa rồi, kem chống nắng chân ái của mình."
moonxinh_310,5,"📌 Những kết quả trông thấy NGAY được sau 2 tuần sử dụng:
- Da sáng, đều màu hơn rõ rệt
- Làn da căng bóng, tràn sức sống
- Da được nâng cơ tối ưu, cho khuôn mặt trẻ trung
- Kết cấu da săn chắc, hồng hào, khoẻ khoắn"
huong.thach,5,"Dành cho da:nhạy cảm
Mùi hương:ko mùi
Công dụng:tẩy trang

Hình ảnh mang tính minh họa.
Nước tẩy trang dành cho da nhạy cảm dùng rất thích ko bị cảm giác rát hay khô mặt"
lina.2k,5,"Lợi ích:ko bí da, ko nổi mụn, ko bị tiết bã nhờn
Bao bì:bao bì đẹp
Mẹo:nên dùng 1 lượng nhỏ để ko bí da, sau đó apply lại là ổn"
p*****3,5,"Công dụng:bôi kem chống nắng để bảo vệ da khỏi tác hại do tia UVA, UVB gây ra
Dành cho da:da dầu, da dầu mụn
Mùi hương:dịu nhẹ, ít nồng mùi cồn"
p*****2,5,"Dành cho da:dầu
Mùi hương:dễ chịu
Công dụng:chống nắng, bảo về làn da, làm đẹp

satn phẩm hợp với da của mình. nên hết cứ mua vậy thôi 😄"
thanhthuysucculen,5,"Công dụng:chống nắng
Dành cho da:mọi loại da
Mùi hương:thơm dịu

Dạng sữa nên cần nhạn chóng tán đều, nhưng phù hợp cho da nhạy cảm"
d*****l,5,"Dành cho da:bt
Công dụng:bt
Mùi hương:cũng bt

Đóng gói cẩn thận đầy đủ sản phẩm, nói chung là chngx oke nhé hihi hihi jag kagdh"
hoanghuynh.92,5,"Công dụng:chong nang
Dành cho da:da dau
Mùi hương:muoi thom nhe

lan dau su dung chua biet hieu qua the nao..mong co ket qua tot"
h*****g,5,"Công dụng:chong nang
Mùi hương:thom
Dành cho da:dầu

Mình đổi routin mới nên pass lại
Zalo: 03 sáu ba 0 chín bẩy sáu 0 bẩy"
t*****n,5,"BÙNG NỔ ĐAM MÊ - THÀNH CÔNG VỚI NGHỀ MAKE-UP ARTIST & HAIR STYLIST CÙNG QUÂN NGUYỄN & PU LÊ ACADEMY 
⭐️Bạn có muốn trở thành một Make-up Artist hay Hair Stylist chuyên nghiệp, có thu nhập cao và được thỏa sức sáng tạo với niềm đam mê của mình? Quân Nguyễn - Pu Lê Academy là nơi đã đào tạo nên hàng ngàn chuyên gia trang điểm, tạo mẫu tóc nổi tiếng đầu ngành tại Việt Nam hiện nay.Với hơn 12 năm kinh nghiệm trong nghề và từng làm việc với các Hoa hậu thuộc Big 6 đấu trường nhan sắc hàng đầu thế giới, Quân Nguyễn và Pu Lê là 2 SUPER MASTERS sẽ trực tiếp giảng dạy và truyền đạt kinh nghiệm thực tế đến các học viên. Đây là 2 cái tên uy tín hàng đầu trong lĩnh vực làm đẹp của Việt Nam, được loạt Hoa hậu, nghệ sĩ hạng A trong và ngoài nước tin tưởng hợp tác. 
Đến với Quân Nguyễn & Pu Lê Academy, bạn sẽ được trải nghiệm môi trường đào tạo tốt nhất với:
-Giáo trình cập nhật liên tục các xu hướng trang điểm & tạo mẫu tóc mới nhất trên thế giới.- Cơ sở vật chất hiện đại, đầy đủ trang thiết bị.
-Thực hành chuyên nghiệp với người mẫu là những nghệ sĩ, Hoa, Á hậu, người đẹp trong làng giải trí.
-Cơ hội cọ xát thực tế, trở thành thành viên của đội ngũ Make-up Artist & Hair Stylist làm việc cùng các show truyền hình, fashion show và các đấu trường nhan sắc danh tiếng trong và ngoài nước. Đặc biệt, khi tham gia khóa học tại Quân Nguyễn & Pu Lê Academy, bạn còn được hưởng nhiều ưu đãi hấp dẫn như:
- Giảm học phí lên đến 20.000.000đ. - Tặng khóa học kỹ năng đặc biệt, phục vụ công việc như: quay hình, chụp ảnh, dựng video,...- Hỗ trợ giới thiệu việc làm sau khi tốt nghiệp, 100% ra nghề. Khóa học Trang điểm & Tạo mẫu tóc tại Quân Nguyễn & Pu Lê Academy 
 Đừng bỏ lỡ cơ hội vàng để biến ước mơ thành hiện thực! Liên hệ với chúng tôi ngay hôm nay để nắm bắt cơ hội thành công!☎️ Hotline: 0786614648📍 Địa chỉ: 280A Nguyễn Đình Chiểu, Phường Võ Thị Sáu, Quận 3, TP.HCM"
vanlaanhlaanh,5,"NHỮNG TƯỞNG QUÁN PUB, QUÁN BAR HOÁ RA LẠI LÀ QUÁN LẨU THÁI CỰC KỲ CHẤT 🔥⚡️

Mình gọi set lẩu Thái 299k cho 3 người, trong set bao gồm bò Mỹ, gà đùi, bạch tuộc, tôm, ngao, viên thả lẩu Malaysia, rau, nấm cùng với quẩy và mì tôm ăn kèm. Trông thế mà đầy đặn phết nhé. 

Nước lẩu thơm, đậm đà, tuy nhiên nếu giảm chua đi một chút vị sẽ hài hoà hơn. Topping ăn kèm như tôm, mực hay gà mình thấy tươi. Điểm cộng là quán có cái xốt chấm Thái án vừa lạ vừa quen.

Gọi thêm tôm xốt trứng muối ăn với bánh mì cuốn lắm. Khoai tây chiên múi cau nhà làm chứ không mua sẵn, chấm với ớt và xốt mayo ăn ngầy ngậy. “Siro” mơ ở đây uống cũng mềm môi, vào việc lắm nhé. Quán còn mới có thêm set nướng nữa, thấy giới thiệu là đồ tươi trong ngày hẳn hoi, chính ra cứ đi đông còn được thưởng thức nhiều món hơn.

Quán nằm ngay mặt đường Đại La, chủ yếu ngồi vỉa hè, đi qua nhiều lần cứ tưởng bán đồ uống vì decor sáng lung linh một góc phố, ai ngờ lại là quán nhậu giá cực kỳ bình dân. À đợt này đang có chương trình giảm 10% cho khách đặt bàn trước nhé!

📍 Drunk Land - 14 Đại La, Hai Bà Trưng, HN
💰 Giá 150-200k/người
⏰ Phục vụ từ 18h30 - 23h
☎️ Hotline 098.6677.495
🔗 Tham khảo BST Deal 0đ của SPF tại đây https://shopeefood.vn/bo-suu-tap/quan-moi-len-san-deal-0d?shareChannel=copy_link&smtt=0.0.9"
honghanhtranthi,5,"❗ LEESEO (IVE) BỊ BẠN HỌC BẮT ĐỨNG KÝ TÊN, QUAY VIDEO CHẾ GIỄU

Mới đây, một tài khoản ẩn danh đã đăng tải video Leeseo (IVE) đứng ký tên lên từng trang sổ cho các bạn cùng lớp:

""Đang trong thời gian quảng bá nên (Leeseo) có ngủ trong giờ học một chút. Dù sao thì, bạn ấy kí tên cho từng người một kìa, không có thiên thần nào như thế đâu.""

Đáng chú ý, bài viết này được đăng trên DC Gallery - một diễn đàn nổi tiếng về việc qu-ấy r-ối và giễu cợt phụ nữ. Hiện tại, bài tweet lên án vụ việc này đã đạt 1,6 triệu view chỉ sau 1 đêm."
diemthuy21052007,5,"Dành cho da:Sản phẩm an toàn với mọi loại da, đặc biệt được chuyên gia khuyên dùng cho da nhạy cảm với ánh nắng do cơ địa hoặc tác nhân bên ngoài.
Công dụng:Kem chống nắng La Roche-Posay Anthelios Invisible Fluid SPF50+ có màng lọc đột phá giúp chống nắng và ngăn ngừa tia UVB và UVA gây tác hại lên da như bỏng rát, kích ứng với ánh nắng (mẩn đỏ, ngứa) và lão hóa da do tia UV (sạm nám, đốm nâu, nếp nhăn, da chảy xệ)."
nagggggg_iiii,5,😄Thời gian vận chuyển rất hợp lí. Tôi đã đặt hàng với tâm thế hào hứng chờ đợi để được trải nghiệm sản phẩm và tôi không hề bị chờ mỏi cổ. Có thể thấy bên vận chuyển không quản ngại thời tiết và đường xá xa xôi để đưa sản phẩm cho tôi trong thời gian ngắn nhất.
annapham522,5,"Mùi hương:không
Công dụng:chống nắng
Dành cho da:nhạy cảm

[CSKH] MobiFone trân trọng cảm ơn Quý khách hàng đã luôn đồng hành và ủng hộ trong thời gian qua. Kính chúc Quý khách một năm mới hạnh phúc, may mắn, thành công."
tkhn_20102003,5,"Công dụng:ok
Dành cho da:ok
Mùi hương:ok

Hời ơi noái gì nữa ngon nhức náchhhhh Xủi cảo set 2 bịch #190k Hời ơi noái gì nữa ngon nhức náchhhhh Xủi cảo set 2 bịch #190k"
t*****2,5,"Mùi hương:khong
Công dụng:chống nắng
Dành cho da:nhạy cảm

Thấy đánh giá tốt quá chùi nên mua dùng nè, mong là ổn, trong suốt không cay mắt không bết dính là được"
banhtrangbido,5,"Bao bì:ok
Làm đẹp:ok
Mẹo:ok

Binhf thường xài loại củ quen rồi giờ chuyển qua loại này k quen kk tại loại kia có nâng tông nhẹ này k nâng tone nha"
chay_s,5,"Mùi hương:đúng
Dành cho da:đúng
Công dụng:đúng

Hình ảnh chỉ mang tinh nhận xu, đã xài nhiều lần, phù hợp vs da dầu nha các bạn"
hoangdo2003,5,"Dành cho da:dau mun
Mùi hương:có mùi
Công dụng:chống nắng

Hình ảnh và video chỉ mang tính chất lấy xu ko có tính chất tham khảo"
q*****3,5,"Dành cho da:dầu mụn
Công dụng:chống nắng
Mùi hương:thơm

Chống nắng tốt thấm vào da ko bị vón như bản anthelios mình dùng loại tuýp đó dù đã dưỡng kỹ nhưng đánh vẫn bị vón nhưng có hôm bôi lên lại ko vón mà rất đẹp nên 50 50 tuy nhiên mình bôi bị vón nhiều lần nên đi ra ngoài bị người khác thấ rất ngại nên mình đổi qua loại này. Nhược điểm của loại này  là màu lên da bị vàng, nhưng xem trên youtube thấy con này là có độ chống nắng tốt nhất trong các loại chống nắng nên ok. Vì kem chống nắng quan trọng là chống nắng tốt hay không thui"
b*****4,5,"Mùi hương:thơm
Dành cho da:nhờn

Shop uy tín, giao hàng nhanh & đúng mẫu! Mình mua lần 2 vì thấy tác dụng tốt, thích hợp cho da nhờn! Tuy nhiên hộp kem này không có nút giấy bạc bảo vệ nên dễ bị nhầm là hàng nhái và không xịn sò vì mở ra sẵn như kiểu đã dùng rồi! Vẫn cho shop 5* về dịch vụ! Hy vọng lần sản xuất tới cải tiến mẫu mã cho xuất sắc hơn!"
n*****8,5,"Công dụng:Chống nắng
Mùi hương:thơm

Độ chống nắng quá đỉnh rùi nha, chất lỏng thấm nhanh, mọi thứ đều ổn có điều hơi dính, thấy cũng k vàng da lắm đâu"
carembo,5,"Công dụng:kem nền trang điểm
Độ bền màu:tốt

Shop cbi hàng nhanh, đóng gói chống shock chất lừ, 100 điểm
Shiper nhiệt tình
Nghe chị nói xài ổn lắm
Có mã QR , có lớp giấy kiếng niêm phong  bên ngoài nhìn xịn xò lắm chứ bộ"
xuan_loc_official,5,"Công dụng:kem nền
Độ bền màu:cao

Mua theo review màu sáng nhất mà mình da ngăm thấy ổn nè, che phủ cũng ổn ạ, thấy review dùng OK Ko bị lên mụn nên mua thử giá cũng rẻ"
